geneids	refseqids
TcCLB.508879.80	XP_819045
TcCLB.508879.90	XP_819046
TcCLB.508881.10	XP_815573
TcCLB.508881.100	XP_815582
TcCLB.508881.110	XP_815583
TcCLB.508881.120	XP_815584
TcCLB.508881.130	XP_815585
TcCLB.508881.140	XP_815586
TcCLB.508881.150	XP_815587
TcCLB.508881.20	XP_815574
TcCLB.508881.30	XP_815575
TcCLB.508881.40	XP_815576
TcCLB.508881.50	XP_815577
TcCLB.508881.54	XP_815588
TcCLB.508881.60	XP_815578
TcCLB.508881.70	XP_815579
TcCLB.508881.80	XP_815580
TcCLB.508881.90	XP_815581
TcCLB.508883.20	XP_805784
TcCLB.508883.30	XP_805785
TcCLB.508883.48	XP_805786
TcCLB.508885.20	XP_806301
TcCLB.508885.30	XP_806302
TcCLB.508885.5	XP_806303
TcCLB.508887.20	XP_805200
TcCLB.508887.30	XP_805201
TcCLB.508887.5	XP_805202
TcCLB.508889.10	XP_804786
TcCLB.508889.19	XP_804788
TcCLB.508889.4	XP_804787
TcCLB.508891.10	XP_814586
TcCLB.508891.130	XP_814593
TcCLB.508891.20	XP_814587
TcCLB.508891.30	XP_814588
TcCLB.508891.4	XP_814594
TcCLB.508891.40	XP_814589
TcCLB.508891.50	XP_814590
TcCLB.508891.60	XP_814591
TcCLB.508891.90	XP_814592
TcCLB.508893.10	XP_805032
TcCLB.508893.20	XP_805033
TcCLB.508893.30	XP_805034
TcCLB.508893.40	XP_805035
TcCLB.508895.10	XP_812026
TcCLB.508895.20	XP_812027
TcCLB.508895.30	XP_812028
TcCLB.508895.40	XP_812029
TcCLB.508895.50	XP_812030
TcCLB.508895.60	XP_812031
TcCLB.508895.70	XP_812032
TcCLB.508895.80	XP_812033
TcCLB.508895.89	XP_812034
TcCLB.508897.10	XP_810884
TcCLB.508897.100	XP_810892
TcCLB.508897.110	XP_810893
TcCLB.508897.119	XP_810894
TcCLB.508897.20	XP_810885
TcCLB.508897.30	XP_810886
TcCLB.508897.40	XP_810887
TcCLB.508897.50	XP_810888
TcCLB.508897.70	XP_810889
TcCLB.508897.80	XP_810890
TcCLB.508897.90	XP_810891
TcCLB.508899.100	XP_815647
TcCLB.508899.110	XP_815648
TcCLB.508899.120	XP_815649
TcCLB.508899.130	XP_815650
TcCLB.508899.140	XP_815651
TcCLB.508899.151	XP_815653
TcCLB.508899.20	XP_815641
TcCLB.508899.30	XP_815642
TcCLB.508899.40	XP_815643
TcCLB.508899.54	XP_815652
TcCLB.508899.70	XP_815644
TcCLB.508899.80	XP_815645
TcCLB.508899.90	XP_815646
TcCLB.508901.10	XP_803890
TcCLB.508901.20	XP_803891
TcCLB.508903.100	XP_811308
TcCLB.508903.110	XP_811309
TcCLB.508907.10	XP_802595
TcCLB.508909.10	XP_820500
TcCLB.508909.100	XP_820509
TcCLB.508909.140	XP_820510
TcCLB.508909.150	XP_820511
TcCLB.508909.160	XP_820512
TcCLB.508909.170	XP_820513
TcCLB.508909.190	XP_820514
TcCLB.508909.20	XP_820501
TcCLB.508909.200	XP_820515
TcCLB.508909.210	XP_820516
TcCLB.508909.214	XP_820525
TcCLB.508909.240	XP_820517
TcCLB.508909.250	XP_820518
TcCLB.508909.260	XP_820519
TcCLB.508909.270	XP_820520
TcCLB.508909.30	XP_820502
TcCLB.508909.300	XP_820521
TcCLB.508909.310	XP_820522
TcCLB.508909.320	XP_820523
TcCLB.508909.330	XP_820524
TcCLB.508909.339	XP_820526
TcCLB.508909.40	XP_820503
TcCLB.508909.50	XP_820504
TcCLB.508909.60	XP_820505
TcCLB.508909.70	XP_820506
TcCLB.508909.80	XP_820507
TcCLB.508909.90	XP_820508
TcCLB.508911.10	XP_810587
TcCLB.508911.20	XP_810588
TcCLB.508911.50	XP_810589
TcCLB.508911.60	XP_810590
TcCLB.508911.70	XP_810591
TcCLB.508911.80	XP_810592
TcCLB.508913.25	XP_803882
TcCLB.508913.39	XP_803881
TcCLB.508915.9	XP_802670
TcCLB.508917.10	XP_808242
TcCLB.508917.20	XP_808243
TcCLB.508917.30	XP_808244
TcCLB.508917.4	XP_808247
TcCLB.508917.40	XP_808245
TcCLB.508917.49	XP_808246
TcCLB.508919.100	XP_815129
TcCLB.508919.110	XP_815130
TcCLB.508919.130	XP_815131
TcCLB.508919.140	XP_815132
TcCLB.508919.189	XP_815134
TcCLB.508919.20	XP_815121
TcCLB.508919.30	XP_815122
TcCLB.508919.40	XP_815123
TcCLB.508919.50	XP_815124
TcCLB.508919.60	XP_815125
TcCLB.508919.70	XP_815126
TcCLB.508919.80	XP_815127
TcCLB.508919.90	XP_815128
TcCLB.508919.94	XP_815133
TcCLB.508921.10	XP_805097
TcCLB.508921.20	XP_805098
TcCLB.508921.30	XP_805099
TcCLB.508921.40	XP_805100
TcCLB.508923.10	XP_802539
TcCLB.508927.10	XP_804558
TcCLB.508927.20	XP_804559
TcCLB.508927.30	XP_804560
TcCLB.508929.10	XP_803306
TcCLB.508929.20	XP_803307
TcCLB.508931.10	XP_806859
TcCLB.508931.30	XP_806860
TcCLB.508931.40	XP_806861
TcCLB.508931.50	XP_806862
TcCLB.508933.10	XP_806693
TcCLB.508933.20	XP_806694
TcCLB.508933.40	XP_806695
TcCLB.508933.5	XP_806697
TcCLB.508933.50	XP_806696
TcCLB.508935.10	XP_804330
TcCLB.508937.19	XP_806411
TcCLB.508939.30	XP_808374
TcCLB.508939.40	XP_808375
TcCLB.508939.50	XP_808376
TcCLB.508939.60	XP_808377
TcCLB.508943.10	XP_805803
TcCLB.508943.20	XP_805804
TcCLB.508943.30	XP_805805
TcCLB.508943.4	XP_805807
TcCLB.508943.40	XP_805806
TcCLB.508945.10	XP_804450
TcCLB.508947.5	XP_802764
TcCLB.508947.9	XP_802763
TcCLB.508949.10	XP_805671
TcCLB.508949.20	XP_805672
TcCLB.508949.30	XP_805673
TcCLB.508949.4	XP_805676
TcCLB.508949.40	XP_805674
TcCLB.508949.50	XP_805675
TcCLB.508951.10	XP_808991
TcCLB.508951.20	XP_808992
TcCLB.508951.29	XP_809000
TcCLB.508951.4	XP_808999
TcCLB.508951.40	XP_808993
TcCLB.508951.50	XP_808994
TcCLB.508951.60	XP_808995
TcCLB.508951.70	XP_808996
TcCLB.508951.80	XP_808997
TcCLB.508951.90	XP_808998
TcCLB.508953.10	XP_805007
TcCLB.508953.19	XP_805009
TcCLB.508953.28	XP_805010
TcCLB.508953.40	XP_805008
TcCLB.508955.10	XP_802840
TcCLB.508955.20	XP_802841
TcCLB.508957.14	XP_805724
TcCLB.508957.30	XP_805723
TcCLB.508959.10	XP_805999
TcCLB.508959.20	XP_806000
TcCLB.508959.4	XP_806001
TcCLB.508961.10	XP_807940
TcCLB.508961.20	XP_807941
TcCLB.508961.30	XP_807942
TcCLB.508961.4	XP_807946
TcCLB.508961.40	XP_807943
TcCLB.508961.70	XP_807944
TcCLB.508961.79	XP_807945
TcCLB.508963.20	XP_808200
TcCLB.508963.30	XP_808201
TcCLB.508965.100	XP_815144
TcCLB.508965.14	XP_815145
TcCLB.508965.30	XP_815138
TcCLB.508965.39	XP_815147
TcCLB.508965.50	XP_815139
TcCLB.508965.60	XP_815140
TcCLB.508965.70	XP_815141
TcCLB.508965.80	XP_815142
TcCLB.508965.90	XP_815143
TcCLB.508965.94	XP_815146
TcCLB.508967.20	XP_804382
TcCLB.508969.40	XP_805620
TcCLB.508971.10	XP_810454
TcCLB.508971.30	XP_810455
TcCLB.508971.40	XP_810456
TcCLB.508971.50	XP_810457
TcCLB.508973.110	XP_811710
TcCLB.508973.20	XP_811705
TcCLB.508973.30	XP_811706
TcCLB.508973.50	XP_811713
TcCLB.508973.60	XP_811707
TcCLB.508973.69	XP_811711
TcCLB.508973.80	XP_811708
TcCLB.508973.9	XP_811712
TcCLB.508973.90	XP_811709
TcCLB.508975.10	XP_806049
TcCLB.508975.20	XP_806050
TcCLB.508975.30	XP_806051
TcCLB.508975.4	XP_806052
TcCLB.508977.10	XP_812309
TcCLB.508977.120	XP_812314
TcCLB.508977.130	XP_812315
TcCLB.508977.20	XP_812310
TcCLB.508977.40	XP_812311
TcCLB.508977.50	XP_812312
TcCLB.508977.80	XP_812313
TcCLB.508979.30	XP_811002
TcCLB.508979.40	XP_811003
TcCLB.508979.50	XP_811004
TcCLB.508979.60	XP_811005
TcCLB.508979.80	XP_811006
TcCLB.508979.90	XP_811007
TcCLB.508981.20	XP_806419
TcCLB.508981.30	XP_806420
TcCLB.508981.39	XP_806421
TcCLB.508985.21	XP_804062
TcCLB.508987.20	XP_807455
TcCLB.508987.30	XP_807456
TcCLB.508987.39	XP_807457
TcCLB.508987.9	XP_807458
TcCLB.508989.100	XP_811339
TcCLB.508989.110	XP_811340
TcCLB.508989.120	XP_811341
TcCLB.508989.20	XP_811332
TcCLB.508989.30	XP_811333
TcCLB.508989.50	XP_811334
TcCLB.508989.60	XP_811335
TcCLB.508989.70	XP_811336
TcCLB.508989.80	XP_811337
TcCLB.508989.9	XP_811342
TcCLB.508989.90	XP_811338
TcCLB.508993.10	XP_803935
TcCLB.508993.20	XP_803936
TcCLB.508995.10	XP_811111
TcCLB.508995.20	XP_811112
TcCLB.508995.30	XP_811113
TcCLB.508995.40	XP_811114
TcCLB.508995.50	XP_811115
TcCLB.508995.60	XP_811116
TcCLB.508995.69	XP_811117
TcCLB.508999.10	XP_820088
TcCLB.508999.100	XP_820095
TcCLB.508999.110	XP_820096
TcCLB.508999.134	XP_820105
TcCLB.508999.140	XP_820097
TcCLB.508999.150	XP_820098
TcCLB.508999.170	XP_820099
TcCLB.508999.190	XP_820100
TcCLB.508999.20	XP_820089
TcCLB.508999.200	XP_820101
TcCLB.508999.220	XP_820102
TcCLB.508999.269	XP_820104
TcCLB.508999.30	XP_820090
TcCLB.508999.40	XP_820091
TcCLB.508999.49	XP_820103
TcCLB.508999.60	XP_820092
TcCLB.508999.70	XP_820093
TcCLB.508999.80	XP_820094
TcCLB.509001.10	XP_805995
TcCLB.509001.20	XP_805996
TcCLB.509001.30	XP_805997
TcCLB.509001.40	XP_805998
TcCLB.509003.10	XP_806363
TcCLB.509003.20	XP_806364
TcCLB.509003.30	XP_806365
TcCLB.509003.40	XP_806366
TcCLB.509003.50	XP_806367
TcCLB.509003.60	XP_806368
TcCLB.509003.79	XP_806369
TcCLB.509005.10	XP_808631
TcCLB.509005.20	XP_808632
TcCLB.509005.30	XP_808633
TcCLB.509005.40	XP_808634
TcCLB.509005.50	XP_808635
TcCLB.509005.60	XP_808636
TcCLB.509005.70	XP_808637
TcCLB.509005.90	XP_808638
TcCLB.509007.10	XP_817372
TcCLB.509007.14	XP_817381
TcCLB.509007.20	XP_817373
TcCLB.509007.30	XP_817374
TcCLB.509007.40	XP_817375
TcCLB.509007.50	XP_817376
TcCLB.509007.60	XP_817377
TcCLB.509007.70	XP_817378
TcCLB.509007.80	XP_817379
TcCLB.509007.90	XP_817380
TcCLB.509009.10	XP_803265
TcCLB.509011.100	XP_812577
TcCLB.509011.20	XP_812569
TcCLB.509011.30	XP_812570
TcCLB.509011.40	XP_812571
TcCLB.509011.50	XP_812572
TcCLB.509011.54	XP_812578
TcCLB.509011.60	XP_812573
TcCLB.509011.70	XP_812574
TcCLB.509011.80	XP_812575
TcCLB.509011.90	XP_812576
TcCLB.509013.10	XP_806304
TcCLB.509013.19	XP_806305
TcCLB.509015.10	XP_802373
TcCLB.509017.20	XP_808481
TcCLB.509017.24	XP_808486
TcCLB.509017.30	XP_808482
TcCLB.509017.40	XP_808483
TcCLB.509017.50	XP_808484
TcCLB.509017.60	XP_808485
TcCLB.509017.9	XP_808487
TcCLB.509019.30	XP_806602
TcCLB.509021.9	XP_802328
TcCLB.509023.10	XP_817028
TcCLB.509023.100	XP_817037
TcCLB.509023.110	XP_817038
TcCLB.509023.120	XP_817039
TcCLB.509023.130	XP_817040
TcCLB.509023.140	XP_817041
TcCLB.509023.150	XP_817042
TcCLB.509023.160	XP_817043
TcCLB.509023.170	XP_817044
TcCLB.509023.180	XP_817045
TcCLB.509023.190	XP_817046
TcCLB.509023.20	XP_817029
TcCLB.509023.200	XP_817047
TcCLB.509023.209	XP_817048
TcCLB.509023.30	XP_817030
TcCLB.509023.40	XP_817031
TcCLB.509023.50	XP_817032
TcCLB.509023.60	XP_817033
TcCLB.509023.70	XP_817034
TcCLB.509023.80	XP_817035
TcCLB.509023.90	XP_817036
TcCLB.509025.10	XP_804564
TcCLB.509025.20	XP_804565
TcCLB.509025.29	XP_804566
TcCLB.509027.10	XP_810407
TcCLB.509027.20	XP_810408
TcCLB.509027.24	XP_810414
TcCLB.509027.30	XP_810409
TcCLB.509027.40	XP_810410
TcCLB.509027.50	XP_810411
TcCLB.509027.60	XP_810412
TcCLB.509027.70	XP_810413
TcCLB.509029.10	XP_815100
TcCLB.509029.100	XP_815109
TcCLB.509029.110	XP_815110
TcCLB.509029.120	XP_815111
TcCLB.509029.130	XP_815112
TcCLB.509029.140	XP_815113
TcCLB.509029.150	XP_815114
TcCLB.509029.160	XP_815115
TcCLB.509029.170	XP_815116
TcCLB.509029.20	XP_815101
TcCLB.509029.30	XP_815102
TcCLB.509029.40	XP_815103
TcCLB.509029.50	XP_815104
TcCLB.509029.60	XP_815105
TcCLB.509029.70	XP_815106
TcCLB.509029.80	XP_815107
TcCLB.509029.90	XP_815108
TcCLB.509031.20	XP_806729
TcCLB.509031.3	XP_806731
TcCLB.509031.6	XP_806730
TcCLB.509033.100	XP_811015
TcCLB.509033.109	XP_811017
TcCLB.509033.20	XP_811008
TcCLB.509033.30	XP_811009
TcCLB.509033.40	XP_811010
TcCLB.509033.44	XP_811016
TcCLB.509033.50	XP_811011
TcCLB.509033.60	XP_811012
TcCLB.509033.70	XP_811013
TcCLB.509033.80	XP_811014
TcCLB.509035.20	XP_802835
TcCLB.509037.20	XP_806620
TcCLB.509037.30	XP_806621
TcCLB.509037.40	XP_806622
TcCLB.509037.50	XP_806623
TcCLB.509039.10	XP_805643
TcCLB.509039.20	XP_805644
TcCLB.509039.30	XP_805645
TcCLB.509039.4	XP_805647
TcCLB.509039.40	XP_805646
TcCLB.509039.49	XP_805648
TcCLB.509041.10	XP_803824
TcCLB.509045.10	XP_803260
TcCLB.509045.20	XP_803261
TcCLB.509045.29	XP_803262
TcCLB.509047.10	XP_809935
TcCLB.509047.100	XP_809942
TcCLB.509047.110	XP_809943
TcCLB.509047.119	XP_809945
TcCLB.509047.14	XP_809944
TcCLB.509047.20	XP_809936
TcCLB.509047.30	XP_809937
TcCLB.509047.40	XP_809938
TcCLB.509047.50	XP_809939
TcCLB.509047.60	XP_809940
TcCLB.509047.70	XP_809941
TcCLB.509049.10	XP_805366
TcCLB.509049.20	XP_805367
TcCLB.509049.30	XP_805368
TcCLB.509049.40	XP_805369
TcCLB.509049.5	XP_805371
TcCLB.509049.51	XP_805370
TcCLB.509051.20	XP_806160
TcCLB.509051.30	XP_806161
TcCLB.509051.40	XP_806162
TcCLB.509051.50	XP_806163
TcCLB.509051.60	XP_806164
TcCLB.509053.10	XP_813305
TcCLB.509053.100	XP_813314
TcCLB.509053.110	XP_813315
TcCLB.509053.120	XP_813316
TcCLB.509053.130	XP_813317
TcCLB.509053.140	XP_813318
TcCLB.509053.150	XP_813319
TcCLB.509053.160	XP_813320
TcCLB.509053.170	XP_813321
TcCLB.509053.179	XP_813322
TcCLB.509053.20	XP_813306
TcCLB.509053.30	XP_813307
TcCLB.509053.40	XP_813308
TcCLB.509053.50	XP_813309
TcCLB.509053.60	XP_813310
TcCLB.509053.70	XP_813311
TcCLB.509053.80	XP_813312
TcCLB.509053.90	XP_813313
TcCLB.509055.10	XP_806865
TcCLB.509055.20	XP_806866
TcCLB.509055.30	XP_806867
TcCLB.509055.40	XP_806868
TcCLB.509055.44	XP_806872
TcCLB.509055.50	XP_806869
TcCLB.509055.54	XP_806873
TcCLB.509055.60	XP_806870
TcCLB.509055.69	XP_806871
TcCLB.509057.10	XP_803275
TcCLB.509057.20	XP_803276
TcCLB.509059.10	XP_810895
TcCLB.509059.20	XP_810896
TcCLB.509059.30	XP_810897
TcCLB.509059.40	XP_810898
TcCLB.509059.50	XP_810899
TcCLB.509059.60	XP_810900
TcCLB.509059.70	XP_810901
TcCLB.509059.80	XP_810902
TcCLB.509059.89	XP_810903
TcCLB.509061.20	XP_803295
TcCLB.509063.10	XP_804028
TcCLB.509063.2	XP_804032
TcCLB.509063.20	XP_804029
TcCLB.509063.30	XP_804030
TcCLB.509063.4	XP_804031
TcCLB.509065.100	XP_813798
TcCLB.509065.110	XP_813799
TcCLB.509065.120	XP_813800
TcCLB.509065.124	XP_813809
TcCLB.509065.130	XP_813801
TcCLB.509065.140	XP_813802
TcCLB.509065.150	XP_813803
TcCLB.509065.160	XP_813804
TcCLB.509065.170	XP_813805
TcCLB.509065.180	XP_813806
TcCLB.509065.20	XP_813791
TcCLB.509065.30	XP_813792
TcCLB.509065.33	XP_813810
TcCLB.509065.36	XP_813811
TcCLB.509065.40	XP_813793
TcCLB.509065.50	XP_813794
TcCLB.509065.60	XP_813795
TcCLB.509065.70	XP_813796
TcCLB.509065.79	XP_813808
TcCLB.509065.9	XP_813807
TcCLB.509065.90	XP_813797
TcCLB.509067.14	XP_808070
TcCLB.509067.30	XP_808065
TcCLB.509067.40	XP_808066
TcCLB.509067.50	XP_808067
TcCLB.509067.60	XP_808068
TcCLB.509067.70	XP_808069
TcCLB.509069.14	XP_805342
TcCLB.509069.20	XP_805338
TcCLB.509069.30	XP_805339
TcCLB.509069.40	XP_805340
TcCLB.509069.49	XP_805341
TcCLB.509073.10	XP_812171
TcCLB.509073.100	XP_812180
TcCLB.509073.110	XP_812181
TcCLB.509073.119	XP_812182
TcCLB.509073.20	XP_812172
TcCLB.509073.30	XP_812173
TcCLB.509073.40	XP_812174
TcCLB.509073.50	XP_812175
TcCLB.509073.60	XP_812176
TcCLB.509073.70	XP_812177
TcCLB.509073.80	XP_812178
TcCLB.509073.90	XP_812179
TcCLB.509075.11	XP_810809
TcCLB.509075.40	XP_810807
TcCLB.509075.50	XP_810808
TcCLB.509079.20	XP_803490
TcCLB.509081.10	XP_810603
TcCLB.509081.100	XP_810605
TcCLB.509081.110	XP_810606
TcCLB.509081.140	XP_810607
TcCLB.509081.150	XP_810608
TcCLB.509081.166	XP_810610
TcCLB.509081.20	XP_810604
TcCLB.509081.5	XP_810609
TcCLB.509083.9	XP_802139
TcCLB.509085.120	XP_815805
TcCLB.509085.60	XP_815804
TcCLB.509087.20	XP_805581
TcCLB.509089.9	XP_803348
TcCLB.509091.10	XP_802372
TcCLB.509093.10	XP_802904
TcCLB.509095.10	XP_802701
TcCLB.509097.10	XP_808718
TcCLB.509097.20	XP_808719
TcCLB.509097.28	XP_808721
TcCLB.509097.60	XP_808720
TcCLB.509099.10	XP_816072
TcCLB.509099.100	XP_816079
TcCLB.509099.110	XP_816080
TcCLB.509099.120	XP_816081
TcCLB.509099.130	XP_816082
TcCLB.509099.140	XP_816083
TcCLB.509099.150	XP_816084
TcCLB.509099.160	XP_816085
TcCLB.509099.170	XP_816086
TcCLB.509099.20	XP_816073
TcCLB.509099.30	XP_816074
TcCLB.509099.40	XP_816075
TcCLB.509099.5	XP_816089
TcCLB.509099.50	XP_816076
TcCLB.509099.59	XP_816087
TcCLB.509099.70	XP_816077
TcCLB.509099.80	XP_816078
TcCLB.509099.89	XP_816088
TcCLB.509101.9	XP_802585
TcCLB.509103.10	XP_806008
TcCLB.509103.20	XP_806009
TcCLB.509103.30	XP_806010
TcCLB.509103.39	XP_806012
TcCLB.509103.4	XP_806011
TcCLB.509105.10	XP_814881
TcCLB.509105.100	XP_814888
TcCLB.509105.110	XP_814889
TcCLB.509105.120	XP_814890
TcCLB.509105.130	XP_814891
TcCLB.509105.140	XP_814892
TcCLB.509105.150	XP_814893
TcCLB.509105.20	XP_814882
TcCLB.509105.4	XP_814894
TcCLB.509105.50	XP_814883
TcCLB.509105.60	XP_814884
TcCLB.509105.70	XP_814885
TcCLB.509105.80	XP_814886
TcCLB.509105.90	XP_814887
TcCLB.509105.94	XP_814895
TcCLB.509107.9	XP_802655
TcCLB.509109.100	XP_816676
TcCLB.509109.110	XP_816677
TcCLB.509109.114	XP_816685
TcCLB.509109.120	XP_816678
TcCLB.509109.130	XP_816679
TcCLB.509109.14	XP_816686
TcCLB.509109.140	XP_816680
TcCLB.509109.150	XP_816681
TcCLB.509109.160	XP_816682
TcCLB.509109.180	XP_816683
TcCLB.509109.190	XP_816684
TcCLB.509109.30	XP_816671
TcCLB.509109.40	XP_816672
TcCLB.509109.50	XP_816673
TcCLB.509109.80	XP_816674
TcCLB.509109.90	XP_816675
TcCLB.509111.10	XP_803185
TcCLB.509111.19	XP_803186
TcCLB.509111.28	XP_803187
TcCLB.509115.20	XP_807850
TcCLB.509115.30	XP_807851
TcCLB.509115.50	XP_807852
TcCLB.509115.60	XP_807853
TcCLB.509117.10	XP_802941
TcCLB.509117.19	XP_802942
TcCLB.509119.10	XP_803929
TcCLB.509119.30	XP_803930
TcCLB.509119.39	XP_803931
TcCLB.509123.10	XP_805628
TcCLB.509123.20	XP_805629
TcCLB.509123.30	XP_805630
TcCLB.509125.10	XP_804863
TcCLB.509125.20	XP_804864
TcCLB.509127.104	XP_810627
TcCLB.509127.110	XP_810624
TcCLB.509127.20	XP_810617
TcCLB.509127.30	XP_810618
TcCLB.509127.40	XP_810619
TcCLB.509127.50	XP_810620
TcCLB.509127.59	XP_810625
TcCLB.509127.70	XP_810621
TcCLB.509127.80	XP_810622
TcCLB.509127.90	XP_810623
TcCLB.509127.97	XP_810626
TcCLB.509129.10	XP_802681
TcCLB.509135.9	XP_802586
TcCLB.509137.10	XP_806242
TcCLB.509137.20	XP_806240
TcCLB.509137.30	XP_806241
TcCLB.509139.10	XP_803285
TcCLB.509139.20	XP_803286
TcCLB.509141.10	XP_805109
TcCLB.509141.20	XP_805110
TcCLB.509141.30	XP_805111
TcCLB.509141.40	XP_805112
TcCLB.509143.10	XP_803964
TcCLB.509145.10	XP_802997
TcCLB.509145.19	XP_802998
TcCLB.509147.40	XP_806295
TcCLB.509147.50	XP_806296
TcCLB.509149.20	XP_808118
TcCLB.509149.30	XP_808119
TcCLB.509149.40	XP_808120
TcCLB.509149.50	XP_808121
TcCLB.509149.60	XP_808122
TcCLB.509149.70	XP_808123
TcCLB.509149.80	XP_808124
TcCLB.509149.9	XP_808125
TcCLB.509151.10	XP_814052
TcCLB.509151.100	XP_814060
TcCLB.509151.110	XP_814061
TcCLB.509151.120	XP_814062
TcCLB.509151.130	XP_814063
TcCLB.509151.140	XP_814064
TcCLB.509151.20	XP_814053
TcCLB.509151.40	XP_814054
TcCLB.509151.50	XP_814055
TcCLB.509151.60	XP_814056
TcCLB.509151.70	XP_814057
TcCLB.509151.80	XP_814058
TcCLB.509151.90	XP_814059
TcCLB.509153.10	XP_815319
TcCLB.509153.100	XP_815328
TcCLB.509153.110	XP_815329
TcCLB.509153.120	XP_815330
TcCLB.509153.130	XP_815331
TcCLB.509153.139	XP_815332
TcCLB.509153.20	XP_815320
TcCLB.509153.30	XP_815321
TcCLB.509153.40	XP_815322
TcCLB.509153.50	XP_815323
TcCLB.509153.60	XP_815324
TcCLB.509153.70	XP_815325
TcCLB.509153.80	XP_815326
TcCLB.509153.90	XP_815327
TcCLB.509155.10	XP_805992
TcCLB.509155.30	XP_805993
TcCLB.509155.39	XP_805994
TcCLB.509157.100	XP_817634
TcCLB.509157.110	XP_817635
TcCLB.509157.120	XP_817636
TcCLB.509157.170	XP_817637
TcCLB.509157.210	XP_817638
TcCLB.509157.220	XP_817639
TcCLB.509157.230	XP_817640
TcCLB.509157.240	XP_817641
TcCLB.509157.250	XP_817642
TcCLB.509157.260	XP_817643
TcCLB.509157.270	XP_817644
TcCLB.509157.279	XP_817645
TcCLB.509157.40	XP_817628
TcCLB.509157.50	XP_817629
TcCLB.509157.60	XP_817630
TcCLB.509157.70	XP_817631
TcCLB.509157.80	XP_817632
TcCLB.509157.90	XP_817633
TcCLB.509159.10	XP_802846
TcCLB.509161.10	XP_811659
TcCLB.509161.100	XP_811668
TcCLB.509161.110	XP_811669
TcCLB.509161.120	XP_811670
TcCLB.509161.130	XP_811671
TcCLB.509161.135	XP_811675
TcCLB.509161.140	XP_811672
TcCLB.509161.149	XP_811673
TcCLB.509161.20	XP_811660
TcCLB.509161.30	XP_811661
TcCLB.509161.34	XP_811674
TcCLB.509161.40	XP_811662
TcCLB.509161.50	XP_811663
TcCLB.509161.60	XP_811664
TcCLB.509161.70	XP_811665
TcCLB.509161.80	XP_811666
TcCLB.509161.90	XP_811667
TcCLB.509163.10	XP_812959
TcCLB.509163.110	XP_812964
TcCLB.509163.3	XP_812966
TcCLB.509163.50	XP_812960
TcCLB.509163.54	XP_812965
TcCLB.509163.6	XP_812967
TcCLB.509163.60	XP_812961
TcCLB.509163.70	XP_812962
TcCLB.509163.80	XP_812963
TcCLB.509165.30	XP_806206
TcCLB.509165.34	XP_806208
TcCLB.509165.40	XP_806207
TcCLB.509165.49	XP_806209
TcCLB.509167.10	XP_816700
TcCLB.509167.100	XP_816709
TcCLB.509167.110	XP_816710
TcCLB.509167.120	XP_816711
TcCLB.509167.130	XP_816712
TcCLB.509167.140	XP_816713
TcCLB.509167.150	XP_816714
TcCLB.509167.160	XP_816715
TcCLB.509167.170	XP_816716
TcCLB.509167.180	XP_816717
TcCLB.509167.190	XP_816718
TcCLB.509167.20	XP_816701
TcCLB.509167.200	XP_816719
TcCLB.509167.30	XP_816702
TcCLB.509167.40	XP_816703
TcCLB.509167.50	XP_816704
TcCLB.509167.60	XP_816705
TcCLB.509167.70	XP_816706
TcCLB.509167.80	XP_816707
TcCLB.509167.90	XP_816708
TcCLB.509169.10	XP_805125
TcCLB.509169.20	XP_805126
TcCLB.509169.30	XP_805127
TcCLB.509169.39	XP_805128
TcCLB.509171.10	XP_810576
TcCLB.509171.100	XP_810583
TcCLB.509171.20	XP_810577
TcCLB.509171.29	XP_810586
TcCLB.509171.40	XP_810578
TcCLB.509171.47	XP_810584
TcCLB.509171.54	XP_810585
TcCLB.509171.60	XP_810579
TcCLB.509171.70	XP_810580
TcCLB.509171.80	XP_810581
TcCLB.509171.90	XP_810582
TcCLB.509173.9	XP_803066
TcCLB.509175.18	XP_803094
TcCLB.509175.9	XP_803095
TcCLB.509177.10	XP_806940
TcCLB.509177.20	XP_806941
TcCLB.509177.30	XP_806942
TcCLB.509177.40	XP_806943
TcCLB.509177.50	XP_806944
TcCLB.509177.59	XP_806945
TcCLB.509177.68	XP_806946
TcCLB.509179.100	XP_816445
TcCLB.509179.110	XP_816446
TcCLB.509179.120	XP_816447
TcCLB.509179.130	XP_816448
TcCLB.509179.140	XP_816449
TcCLB.509179.150	XP_816450
TcCLB.509179.160	XP_816451
TcCLB.509179.170	XP_816452
TcCLB.509179.180	XP_816453
TcCLB.509179.20	XP_816437
TcCLB.509179.200	XP_816454
TcCLB.509179.210	XP_816455
TcCLB.509179.220	XP_816456
TcCLB.509179.30	XP_816438
TcCLB.509179.40	XP_816439
TcCLB.509179.50	XP_816440
TcCLB.509179.60	XP_816441
TcCLB.509179.70	XP_816442
TcCLB.509179.80	XP_816443
TcCLB.509179.90	XP_816444
TcCLB.509181.9	XP_802671
TcCLB.509185.30	XP_804895
TcCLB.509187.10	XP_805897
TcCLB.509195.10	XP_809946
TcCLB.509195.20	XP_809947
TcCLB.509195.30	XP_809948
TcCLB.509195.40	XP_809949
TcCLB.509195.50	XP_809950
TcCLB.509195.61	XP_809952
TcCLB.509195.70	XP_809951
TcCLB.509197.10	XP_806105
TcCLB.509197.20	XP_806106
TcCLB.509197.30	XP_806107
TcCLB.509197.39	XP_806109
