geneids	uniprotids
TcCLB.508591.10	Q4CR79
TcCLB.508593.10	Q4DMW7
TcCLB.508593.100	Q4DMV8
TcCLB.508593.110	Q4DMV7
TcCLB.508593.120	Q4DMV6
TcCLB.508593.130	Q4DMV5
TcCLB.508593.140	Q4DMV4
TcCLB.508593.150	Q4DMV3
TcCLB.508593.20	Q4DMW7
TcCLB.508593.30	Q4DMW6
TcCLB.508593.40	Q4DMW5
TcCLB.508593.44	Q4DMW4
TcCLB.508593.50	Q4DMW3
TcCLB.508593.60	Q4DMW2
TcCLB.508593.69	Q4DMW1
TcCLB.508593.80	Q4DMW0
TcCLB.508593.90	Q4DMV9
TcCLB.508595.11	Q4CTY2
TcCLB.508595.20	Q4CTY1
TcCLB.508595.40	Q4CTY0
TcCLB.508595.50	Q4CTX9
TcCLB.508597.9	Q4CN29
TcCLB.508601.10	Q4DBQ9
TcCLB.508601.100	Q4DBQ1
TcCLB.508601.110	Q4DBQ0
TcCLB.508601.119	Q4DBP9
TcCLB.508601.130	Q4DBP8
TcCLB.508601.141	Q4DBP7
TcCLB.508601.20	Q4DBQ8
TcCLB.508601.30	Q4DBQ7
TcCLB.508601.40	Q4DBQ6
TcCLB.508601.50	Q4D7I0
TcCLB.508601.60	Q4DBQ4
TcCLB.508601.70	Q4DBQ3
TcCLB.508601.90	Q4DBQ2
TcCLB.508603.10	Q4CMF4
TcCLB.508605.20	Q4CU29
TcCLB.508607.10	Q4DKL7
TcCLB.508607.30	Q4DKL6
TcCLB.508607.50	Q4DKL5
TcCLB.508607.60	Q4DKL4
TcCLB.508609.10	Q4CQL6
TcCLB.508609.20	Q4CQL5
TcCLB.508611.30	Q4CPW7
TcCLB.508613.10	Q4DBE6
TcCLB.508613.20	Q4DBE5
TcCLB.508613.30	Q4DBE4
TcCLB.508613.50	Q4DBE3
TcCLB.508613.60	Q4DBE2
TcCLB.508613.74	Q4DBE1
TcCLB.508615.10	Q4CKM9
TcCLB.508621.10	Q4CTU3
TcCLB.508625.10	Q4DBS3
TcCLB.508625.120	Q4DBR4
TcCLB.508625.130	Q4DBR3
TcCLB.508625.140	Q4DBR2
TcCLB.508625.150	Q4DBR1
TcCLB.508625.160	Q4DBR0
TcCLB.508625.20	Q4DBS2
TcCLB.508625.30	Q4DBS1
TcCLB.508625.40	Q4DBS0
TcCLB.508625.50	Q4DBR9
TcCLB.508625.60	Q4DBR8
TcCLB.508625.70	Q4DBR7
TcCLB.508625.80	Q4DBR6
TcCLB.508625.90	Q4DBR5
TcCLB.508627.40	Q4D1A3
TcCLB.508629.10	Q4DH79
TcCLB.508629.120	Q4DH78
TcCLB.508633.100	Q4DFJ2
TcCLB.508633.130	Q4DFJ1
TcCLB.508633.140	Q4DFJ0
TcCLB.508633.20	Q4DFJ4
TcCLB.508633.40	Q4DFJ3
TcCLB.508635.10	Q4CP79
TcCLB.508637.10	Q4DEP9
TcCLB.508637.100	Q4DLI8
TcCLB.508637.110	Q4DLI7
TcCLB.508637.114	Q4DLI6
TcCLB.508637.120	Q4DLI5
TcCLB.508637.130	Q4DLI4
TcCLB.508637.140	Q4DLI3
TcCLB.508637.150	Q4DLI2
TcCLB.508637.160	Q4DLI1
TcCLB.508637.19	Q4DLJ6
TcCLB.508637.40	Q4DLJ5
TcCLB.508637.63	Q4DLJ4
TcCLB.508637.66	Q4DLJ3
TcCLB.508637.69	Q4DLJ2
TcCLB.508637.70	Q4DLJ1
TcCLB.508637.79	Q4DLJ0
TcCLB.508637.90	Q4DLI9
TcCLB.508639.10	Q4CL30
TcCLB.508641.10	Q4DZI7
TcCLB.508641.100	Q4DZI4
TcCLB.508641.110	Q4DZI3
TcCLB.508641.120	Q4DZI2
TcCLB.508641.140	Q4DZI1
TcCLB.508641.160	Q4DZI0
TcCLB.508641.170	Q4DZH9
TcCLB.508641.180	Q4DZH8
TcCLB.508641.184	Q4DM75
TcCLB.508641.190	Q4DZH6
TcCLB.508641.200	Q4DZH5
TcCLB.508641.210	Q4DZH4
TcCLB.508641.220	Q4DZH3
TcCLB.508641.230	Q4DZH2
TcCLB.508641.240	Q4DZH1
TcCLB.508641.250	Q4DZH0
TcCLB.508641.260	Q4DZG9
TcCLB.508641.280	Q4DZG8
TcCLB.508641.290	Q4DZG7
TcCLB.508641.300	Q4DZG6
TcCLB.508641.310	Q4DZG5
TcCLB.508641.320	Q4DZG4
TcCLB.508641.330	Q4DZG3
TcCLB.508641.80	Q4DZI6
TcCLB.508641.90	Q4DZI5
TcCLB.508643.20	Q4CXP6
TcCLB.508643.30	Q4CXP5
TcCLB.508643.40	Q4CXP4
TcCLB.508643.9	Q4CXP7
TcCLB.508645.10	Q4CZW5
TcCLB.508645.20	Q4CZW4
TcCLB.508645.30	Q4CZW3
TcCLB.508645.4	Q4CZW6
TcCLB.508645.40	Q4CZW2
TcCLB.508645.50	Q4CZW1
TcCLB.508645.59	Q4CZW0
TcCLB.508645.70	Q4CZV9
TcCLB.508647.10	Q4CZW1
TcCLB.508647.100	Q4DV53
TcCLB.508647.110	Q4DV52
TcCLB.508647.120	Q4DV51
TcCLB.508647.130	Q4DV50
TcCLB.508647.140	Q4DV49
TcCLB.508647.160	Q4DV48
TcCLB.508647.170	Q4DV47
TcCLB.508647.174	Q4DV46
TcCLB.508647.180	Q4DV45
TcCLB.508647.190	Q4DV44
TcCLB.508647.20	Q4DV58
TcCLB.508647.200	Q4DV43
TcCLB.508647.210	Q4DV42
TcCLB.508647.220	Q4DV41
TcCLB.508647.250	Q4DV40
TcCLB.508647.260	Q4DV39
TcCLB.508647.264	Q4DV38
TcCLB.508647.270	Q4DV37
TcCLB.508647.280	Q4DV36
TcCLB.508647.290	Q4DV35
TcCLB.508647.30	Q4DV57
TcCLB.508647.40	Q4DV56
TcCLB.508647.80	Q4DV55
TcCLB.508647.90	Q4DV54
TcCLB.508649.10	Q4CY91
TcCLB.508649.14	Q4CY90
TcCLB.508649.20	Q4CY89
TcCLB.508649.5	Q4CY92
TcCLB.508651.20	Q4CLQ9
TcCLB.508657.10	Q4CME7
TcCLB.508659.18	Q4CTK0
TcCLB.508659.30	Q4CTJ9
TcCLB.508659.50	Q4CTJ8
TcCLB.508659.9	Q4CTK1
TcCLB.508661.10	Q4CX05
TcCLB.508661.20	Q4CX04
TcCLB.508661.30	Q4CX03
TcCLB.508661.34	Q4CX02
TcCLB.508661.40	Q4CX01
TcCLB.508661.50	Q4CX00
TcCLB.508661.60	Q4CWZ9
TcCLB.508661.70	Q4CWZ8
TcCLB.508665.14	Q4CNM5
TcCLB.508665.30	Q4CNM4
TcCLB.508665.40	Q4CNM3
TcCLB.508667.20	Q4CU15
TcCLB.508667.30	Q4CU14
TcCLB.508667.40	Q4CU13
TcCLB.508667.49	Q4CU12
TcCLB.508667.9	Q4CU16
TcCLB.508669.10	Q4CXX7
TcCLB.508669.21	Q4CXX6
TcCLB.508669.30	Q4CXX5
TcCLB.508671.10	Q4CMQ5
TcCLB.508671.20	Q4CMQ4
TcCLB.508673.20	Q4CS63
TcCLB.508675.20	Q4D067
TcCLB.508675.29	Q4D066
TcCLB.508675.40	Q4D065
TcCLB.508675.50	Q4D064
TcCLB.508675.60	Q4D063
TcCLB.508675.9	Q4D068
TcCLB.508677.120	Q4DEF1
TcCLB.508677.134	Q4DEF0
TcCLB.508677.150	Q4DEE9
TcCLB.508677.160	Q4DEE8
TcCLB.508677.40	Q4DEF6
TcCLB.508677.50	Q4DEF5
TcCLB.508677.60	Q4DEF4
TcCLB.508677.80	Q4DEF3
TcCLB.508677.90	Q4CSB3
TcCLB.508679.20	Q4CNN5
TcCLB.508681.20	Q4CZC7
TcCLB.508681.31	Q4CZC6
TcCLB.508681.40	Q4CZC5
TcCLB.508683.9	Q4CLY4
TcCLB.508685.9	Q4CMD0
TcCLB.508687.25	Q4D6Z9
TcCLB.508687.48	Q4D6Z6
TcCLB.508687.57	Q4D6Z7
TcCLB.508687.66	Q4D6Z6
TcCLB.508689.10	Q4CUG5
TcCLB.508689.20	Q4CUG4
TcCLB.508689.30	Q4CUG3
TcCLB.508689.40	Q4CUG2
TcCLB.508689.50	Q4CUG1
TcCLB.508691.10	Q4CPG1
TcCLB.508691.20	Q4CPG0
TcCLB.508693.10	Q4DTW2
TcCLB.508693.100	Q4DTV2
TcCLB.508693.150	Q4DTV1
TcCLB.508693.160	Q4DTV0
TcCLB.508693.170	Q4DTU9
TcCLB.508693.180	Q4DTU8
TcCLB.508693.190	Q4DTU7
TcCLB.508693.199	Q4DTU6
TcCLB.508693.20	Q4DTW1
TcCLB.508693.30	Q4DTW0
TcCLB.508693.40	Q4DTV9
TcCLB.508693.50	Q4DTV8
TcCLB.508693.60	Q4DTV7
TcCLB.508693.70	Q4DTV6
TcCLB.508693.80	Q4DTV5
TcCLB.508693.84	Q4DTV4
TcCLB.508693.90	Q4DTV3
TcCLB.508695.10	Q4CMW2
TcCLB.508695.20	Q4CMW1
TcCLB.508695.30	Q4CMW0
TcCLB.508697.10	Q4CQK4
TcCLB.508697.5	Q4CQK5
TcCLB.508699.10	Q4DE53
TcCLB.508699.100	Q4DE44
TcCLB.508699.110	Q4DE43
TcCLB.508699.120	Q4DE42
TcCLB.508699.130	Q4DE41
TcCLB.508699.20	Q4DE52
TcCLB.508699.30	Q4DE51
TcCLB.508699.40	Q4DE50
TcCLB.508699.50	Q4DE49
TcCLB.508699.60	Q4DE48
TcCLB.508699.70	Q4DE47
TcCLB.508699.80	Q4DE46
TcCLB.508699.90	Q4DE45
TcCLB.508701.10	Q4CN33
TcCLB.508701.20	Q4CN32
TcCLB.508703.25	Q4CNW5
TcCLB.508707.10	Q4E277
TcCLB.508707.100	Q4E267
TcCLB.508707.110	Q4E266
TcCLB.508707.120	Q4E265
TcCLB.508707.130	Q4E264
TcCLB.508707.140	Q4E263
TcCLB.508707.149	Q4E262
TcCLB.508707.160	Q4E261
TcCLB.508707.170	Q4E260
TcCLB.508707.180	Q4E259
TcCLB.508707.190	Q4E258
TcCLB.508707.194	Q4E257
TcCLB.508707.20	Q4E276
TcCLB.508707.200	Q4E256
TcCLB.508707.210	Q4E255
TcCLB.508707.220	Q4E254
TcCLB.508707.224	Q4E253
TcCLB.508707.227	Q4E252
TcCLB.508707.234	Q4E251
TcCLB.508707.270	Q4E250
TcCLB.508707.280	Q4D4K7
TcCLB.508707.290	Q4E248
TcCLB.508707.30	Q4E275
TcCLB.508707.300	Q4E247
TcCLB.508707.310	Q4E246
TcCLB.508707.320	Q4E245
TcCLB.508707.330	Q4E244
TcCLB.508707.340	Q4E243
TcCLB.508707.40	Q4E274
TcCLB.508707.50	Q4E273
TcCLB.508707.60	Q4E272
TcCLB.508707.64	Q4E271
TcCLB.508707.70	Q4E270
TcCLB.508707.80	Q4E269
TcCLB.508707.90	Q4E268
TcCLB.508709.10	Q4CKS2
TcCLB.508711.10	Q4CZL2
TcCLB.508711.20	Q4CZL1
TcCLB.508711.30	Q4CZL0
TcCLB.508711.40	Q4CZK9
TcCLB.508711.49	Q4CZK8
TcCLB.508713.10	Q4CTQ1
TcCLB.508713.20	Q4CTQ0
TcCLB.508713.30	Q4CTP9
TcCLB.508715.10	Q4CNS6
TcCLB.508717.10	Q4D9I2
TcCLB.508717.20	Q4D9I1
TcCLB.508717.30	Q4D9I0
TcCLB.508717.33	Q4D9H9
TcCLB.508717.36	Q4D9H8
TcCLB.508717.40	Q4CNK3
TcCLB.508717.50	Q4D9H6
TcCLB.508717.53	Q4D9H5
TcCLB.508717.56	Q4D9H4
TcCLB.508717.60	Q4D9H3
TcCLB.508719.20	Q4D3G2
TcCLB.508719.30	Q4D3G1
TcCLB.508719.40	Q4D3G0
TcCLB.508719.50	Q4D3F9
TcCLB.508719.60	Q4D3F8
TcCLB.508719.70	Q4D3F7
TcCLB.508719.80	Q4D3F6
TcCLB.508719.9	Q4D3G3
TcCLB.508721.10	Q4CMM8
TcCLB.508721.20	Q4CMM7
TcCLB.508721.4	Q4CMM9
TcCLB.508723.10	Q4DFK7
TcCLB.508723.100	Q4DFJ7
TcCLB.508723.110	Q4DFJ6
TcCLB.508723.120	Q4DFJ5
TcCLB.508723.20	Q4DFK6
TcCLB.508723.24	Q4DFK5
TcCLB.508723.30	Q4DFK4
TcCLB.508723.40	Q4DFK3
TcCLB.508723.50	Q4DFK2
TcCLB.508723.59	Q4DFK1
TcCLB.508723.70	Q4DFK0
TcCLB.508723.80	Q4DFJ9
TcCLB.508723.90	Q4DFJ8
TcCLB.508725.10	Q4CLU7
TcCLB.508725.4	Q4CLU8
TcCLB.508727.18	Q4CWI2
TcCLB.508727.24	Q4CWI1
TcCLB.508727.30	Q4CWI0
TcCLB.508727.40	Q4CWH9
TcCLB.508727.44	Q4CWH8
TcCLB.508727.50	Q4CWH7
TcCLB.508727.54	Q4CWH6
TcCLB.508727.60	Q4CWH5
TcCLB.508727.9	Q4CWI3
TcCLB.508729.18	Q4CM07
TcCLB.508729.9	Q4CM08
TcCLB.508731.20	Q4CWX5
TcCLB.508731.30	Q4CWX4
TcCLB.508731.40	Q4CWX3
TcCLB.508731.50	Q4CWX2
TcCLB.508731.60	Q4CWX1
TcCLB.508731.9	Q4CWX6
TcCLB.508735.100	Q4D520
TcCLB.508735.30	Q4D521
TcCLB.508737.10	Q4DTI3
TcCLB.508737.100	Q4DTH5
TcCLB.508737.110	Q4DTH4
TcCLB.508737.130	Q4DTH3
TcCLB.508737.140	Q4DTH2
TcCLB.508737.150	Q4DTH1
TcCLB.508737.154	Q4DTH0
TcCLB.508737.160	Q4DTG9
TcCLB.508737.170	Q4DTG8
TcCLB.508737.180	Q4DTG7
TcCLB.508737.187	Q4DTG6
TcCLB.508737.194	Q4DTG5
TcCLB.508737.20	Q4DTI2
TcCLB.508737.200	Q4DTG4
TcCLB.508737.210	Q4DTG3
TcCLB.508737.30	Q4DTI1
TcCLB.508737.40	Q4DTI0
TcCLB.508737.50	Q4DTH9
TcCLB.508737.60	Q4DTH8
TcCLB.508737.70	Q4DTH7
TcCLB.508737.80	Q4DTH6
TcCLB.508739.30	Q4DNH7
TcCLB.508739.40	Q4DNH6
TcCLB.508739.50	Q4DNH5
TcCLB.508739.60	Q4CMF1
TcCLB.508739.70	Q4DNH3
TcCLB.508739.80	Q4DNH2
TcCLB.508739.90	Q4DNH1
TcCLB.508741.10	Q4E369
TcCLB.508741.100	Q4CZ18
TcCLB.508741.110	Q4E359
TcCLB.508741.130	Q4E358
TcCLB.508741.140	Q4CVT7
TcCLB.508741.160	Q4E356
TcCLB.508741.170	Q4E355
TcCLB.508741.180	Q4E354
TcCLB.508741.190	Q4E353
TcCLB.508741.20	Q4E368
TcCLB.508741.200	Q4E352
TcCLB.508741.210	Q4E351
TcCLB.508741.220	Q4E350
TcCLB.508741.229	Q4E349
TcCLB.508741.240	Q4E348
TcCLB.508741.250	Q4E347
TcCLB.508741.260	Q4E346
TcCLB.508741.270	Q4E345
TcCLB.508741.280	Q4E344
TcCLB.508741.290	Q4E343
TcCLB.508741.30	Q4E367
TcCLB.508741.300	Q4E342
TcCLB.508741.310	Q4E341
TcCLB.508741.320	Q4E340
TcCLB.508741.330	Q4E339
TcCLB.508741.340	Q4E338
TcCLB.508741.350	Q4E337
TcCLB.508741.360	Q4E336
TcCLB.508741.370	Q4E335
TcCLB.508741.380	Q4E334
TcCLB.508741.390	Q4E333
TcCLB.508741.40	Q4E366
TcCLB.508741.440	Q4E332
TcCLB.508741.50	Q4E365
TcCLB.508741.60	Q4E364
TcCLB.508741.70	Q4E363
TcCLB.508741.80	Q4E362
TcCLB.508741.90	Q4E361
TcCLB.508743.10	Q4CNF0
TcCLB.508745.11	Q4D4I6
TcCLB.508745.20	Q4D4I5
TcCLB.508745.25	Q4D4I4
TcCLB.508745.30	Q4D4I3
TcCLB.508745.40	Q4D4I2
TcCLB.508745.50	Q4D4I1
TcCLB.508745.60	Q4D4I0
TcCLB.508745.70	Q4D4H9
TcCLB.508747.10	Q4CVV2
TcCLB.508747.30	Q4CVV1
TcCLB.508747.40	Q4CVV0
TcCLB.508747.5	Q4CVV3
TcCLB.508747.50	Q4CVU9
TcCLB.508747.59	Q4CVU8
TcCLB.508749.10	Q4CLC4
TcCLB.508749.19	Q4CLC3
TcCLB.508753.20	Q4CXC1
TcCLB.508753.3	Q4CXC2
TcCLB.508759.10	Q4D130
TcCLB.508759.20	Q4D129
TcCLB.508759.40	Q4D128
TcCLB.508759.60	Q4D127
TcCLB.508761.110	Q4DVB2
TcCLB.508761.120	Q4DVB1
TcCLB.508761.130	Q4DVB0
TcCLB.508761.160	Q4DVA9
TcCLB.508761.20	Q4DVB8
TcCLB.508761.220	Q4DVA8
TcCLB.508761.229	Q4DVA7
TcCLB.508761.260	Q4DTK6
TcCLB.508761.270	Q4DVA5
TcCLB.508761.280	Q4DVA4
TcCLB.508761.289	Q4DVA3
TcCLB.508761.30	Q4DVB7
TcCLB.508761.40	Q4DVB6
TcCLB.508761.70	Q4DVB5
TcCLB.508761.80	Q4DVB4
TcCLB.508761.90	Q4DVB3
TcCLB.508763.20	Q4CTV9
TcCLB.508765.30	Q4CS22
TcCLB.508765.40	Q4CS21
TcCLB.508767.10	Q4CM39
TcCLB.508767.20	Q4CM38
TcCLB.508771.10	Q4D410
TcCLB.508771.20	Q4D409
TcCLB.508771.30	Q4D408
TcCLB.508771.34	Q4D407
TcCLB.508771.40	Q4D406
TcCLB.508771.50	Q4D405
TcCLB.508773.9	Q4CM14
TcCLB.508775.30	Q4DJH8
TcCLB.508775.70	Q4DJH7
TcCLB.508777.10	Q4DS72
TcCLB.508777.100	Q4DS63
TcCLB.508777.110	Q4DS62
TcCLB.508777.120	Q4DS61
TcCLB.508777.130	Q4DS60
TcCLB.508777.140	Q4DS59
TcCLB.508777.150	Q4DS58
TcCLB.508777.160	Q4DS57
TcCLB.508777.170	Q4DS56
TcCLB.508777.180	Q4DS55
TcCLB.508777.190	Q4DS54
TcCLB.508777.20	Q4DS71
TcCLB.508777.200	Q4DS53
TcCLB.508777.210	Q4DS52
TcCLB.508777.220	Q4DS51
TcCLB.508777.230	Q4DS50
TcCLB.508777.30	Q4DS70
TcCLB.508777.40	Q4DS69
TcCLB.508777.50	Q4DS68
TcCLB.508777.60	Q4DS67
TcCLB.508777.70	Q4DS66
TcCLB.508777.80	Q4DS65
TcCLB.508777.90	Q4DS64
TcCLB.508779.20	Q4D0X2
TcCLB.508779.30	Q4D0X1
TcCLB.508779.40	Q4D0X0
TcCLB.508779.50	Q4D0W9
TcCLB.508779.70	Q4D0W8
TcCLB.508779.80	Q4D0W7
TcCLB.508779.9	Q4D0X3
TcCLB.508779.90	Q4D0W6
TcCLB.508781.110	Q4DB65
TcCLB.508781.120	Q4DB64
TcCLB.508781.20	Q4DB72
TcCLB.508781.30	Q4DB71
TcCLB.508781.40	Q4DB70
TcCLB.508781.60	Q4DB69
TcCLB.508781.70	Q4DB68
TcCLB.508781.80	Q4DB67
TcCLB.508781.90	Q4DB66
TcCLB.508785.10	Q4CNH5
TcCLB.508785.4	Q4CNH6
TcCLB.508787.10	Q4CVD7
TcCLB.508787.14	Q4CVD6
TcCLB.508787.20	Q4CVD5
TcCLB.508787.30	Q4CVD4
TcCLB.508787.5	Q4CVD8
TcCLB.508789.120	Q4DJE0
TcCLB.508789.150	Q4DJD9
TcCLB.508789.160	Q4DJD8
TcCLB.508789.190	Q4DJD7
TcCLB.508789.220	Q4CUU5
TcCLB.508789.50	Q4DJE3
TcCLB.508789.60	Q4DJE2
TcCLB.508789.80	Q4DJE1
TcCLB.508793.14	Q4CM13
TcCLB.508793.30	Q4CM12
TcCLB.508795.19	Q4CLS7
TcCLB.508797.10	Q4CPG7
TcCLB.508797.20	Q4CPG6
TcCLB.508797.29	Q4CPG5
TcCLB.508799.10	Q4DZL4
TcCLB.508799.100	Q4DZK6
TcCLB.508799.104	Q4DZK5
TcCLB.508799.110	Q4DZK4
TcCLB.508799.120	Q4DZK3
TcCLB.508799.130	Q4DZK2
TcCLB.508799.140	Q4DZK1
TcCLB.508799.150	Q4DZK0
TcCLB.508799.160	Q4DZJ9
TcCLB.508799.170	Q4DZJ8
TcCLB.508799.180	Q4DZJ7
TcCLB.508799.190	Q4DZJ6
TcCLB.508799.20	Q4DZL3
TcCLB.508799.200	Q4DZJ5
TcCLB.508799.230	Q4DZJ4
TcCLB.508799.240	Q4DZJ3
TcCLB.508799.250	Q4DZJ2
TcCLB.508799.260	Q4DZJ1
TcCLB.508799.270	Q4DZJ0
TcCLB.508799.280	Q4DZI9
TcCLB.508799.290	Q4DZI8
TcCLB.508799.30	Q4DZL2
TcCLB.508799.40	Q4DZL1
TcCLB.508799.50	Q4DZL0
TcCLB.508799.60	Q4DZK9
TcCLB.508799.70	Q4DZK8
TcCLB.508799.80	Q4DZK7
TcCLB.508801.10	Q4CMI4
TcCLB.508803.10	Q4CU47
TcCLB.508803.19	Q4CU46
TcCLB.508805.100	Q4D5D3
TcCLB.508805.110	Q4D5D2
TcCLB.508805.120	Q4D5D1
TcCLB.508805.136	Q4D2H9
TcCLB.508805.20	Q4D5D6
TcCLB.508805.80	Q4D5D5
TcCLB.508805.90	Q4D5D4
TcCLB.508807.10	Q4CLP1
TcCLB.508807.5	Q4CLP2
TcCLB.508809.30	Q4D499
TcCLB.508809.40	Q4D498
TcCLB.508809.50	Q4D497
TcCLB.508811.10	Q4D809
TcCLB.508811.30	Q4D808
TcCLB.508811.40	Q4D807
TcCLB.508811.55	Q4D806
TcCLB.508813.15	Q4D6Y4
TcCLB.508813.40	Q4D6Y3
TcCLB.508813.50	Q4D6Y2
TcCLB.508813.60	Q4D6Y1
TcCLB.508813.70	Q4D6Y0
TcCLB.508813.80	Q4D6X9
TcCLB.508815.10	Q4DMK3
TcCLB.508815.100	Q4DMJ4
TcCLB.508815.110	Q4DMJ3
TcCLB.508815.120	Q4DMJ2
TcCLB.508815.130	Q4DMJ1
TcCLB.508815.140	Q4DMJ0
TcCLB.508815.150	Q4DMI9
TcCLB.508815.160	Q4DMI8
TcCLB.508815.170	Q4DMI7
TcCLB.508815.179	Q4DMI6
TcCLB.508815.20	Q4DMK2
TcCLB.508815.30	Q4DMK1
TcCLB.508815.4	Q4DMK4
TcCLB.508815.40	Q4DMK0
TcCLB.508815.50	Q4DMJ9
TcCLB.508815.60	Q4DMJ8
TcCLB.508815.70	Q4DMJ7
TcCLB.508815.80	Q4DMJ6
TcCLB.508815.90	Q4DMJ5
TcCLB.508817.10	Q4DKF0
TcCLB.508817.110	Q4DKE2
TcCLB.508817.119	Q4DKE1
TcCLB.508817.130	Q4DKE0
TcCLB.508817.140	Q4DKD9
TcCLB.508817.150	Q4DKD8
TcCLB.508817.160	Q4DKD7
TcCLB.508817.170	Q4DKD6
TcCLB.508817.20	Q4DKE9
TcCLB.508817.30	Q4DKE8
TcCLB.508817.40	Q4DKE7
TcCLB.508817.5	Q4DKF1
TcCLB.508817.50	Q4CYE3
TcCLB.508817.60	Q4CYE4
TcCLB.508817.70	Q4DKE4
TcCLB.508817.80	Q4DKE3
TcCLB.508819.10	Q4CYL1
TcCLB.508819.20	Q4CYL0
TcCLB.508819.30	Q4CYK9
TcCLB.508819.40	Q4CYK8
TcCLB.508819.50	Q4CYK7
TcCLB.508821.10	Q4CXI9
TcCLB.508821.20	Q4CXI8
TcCLB.508821.30	Q4CXI7
TcCLB.508821.40	Q4CXI6
TcCLB.508821.50	Q4CXI5
TcCLB.508821.60	Q4CXI4
TcCLB.508821.70	Q4CXI3
TcCLB.508823.10	Q4D6I8
TcCLB.508823.100	Q4D6I1
TcCLB.508823.110	Q4D6I0
TcCLB.508823.120	Q4D6H7
TcCLB.508823.130	Q4D6H8
TcCLB.508823.140	Q4D6H7
TcCLB.508823.152	Q4D6H6
TcCLB.508823.20	Q4D6I7
TcCLB.508823.40	Q4D6I6
TcCLB.508823.50	Q4D6I5
TcCLB.508823.60	Q4D6I4
TcCLB.508823.70	Q4D6I3
TcCLB.508823.90	Q4D6I2
TcCLB.508825.10	Q4CPJ5
TcCLB.508825.20	Q4CPJ4
TcCLB.508827.10	Q4DK47
TcCLB.508827.100	Q4DK37
TcCLB.508827.110	Q4DK36
TcCLB.508827.120	Q4DK35
TcCLB.508827.130	Q4DK34
TcCLB.508827.139	Q4DK33
TcCLB.508827.20	Q4DK46
TcCLB.508827.30	Q4DK45
TcCLB.508827.40	Q4DK44
TcCLB.508827.44	Q4DK43
TcCLB.508827.50	Q4DK42
TcCLB.508827.60	Q4DK41
TcCLB.508827.70	Q4DK40
TcCLB.508827.79	Q4DK39
TcCLB.508827.90	Q4DK38
TcCLB.508829.9	Q4CL73
TcCLB.508831.10	Q4DX28
TcCLB.508831.100	Q4DX18
TcCLB.508831.110	Q4DX17
TcCLB.508831.120	Q4DX16
TcCLB.508831.140	Q4DX15
TcCLB.508831.150	Q4DX14
TcCLB.508831.20	Q4DX27
TcCLB.508831.250	Q4DX13
TcCLB.508831.30	Q4DX26
TcCLB.508831.4	Q4DX29
TcCLB.508831.40	Q4DX25
TcCLB.508831.60	Q4DX24
TcCLB.508831.63	Q4DX23
TcCLB.508831.66	Q4DX22
TcCLB.508831.70	Q4DX21
TcCLB.508831.80	Q4DX20
TcCLB.508831.90	Q4DX19
TcCLB.508833.10	Q4CKF4
TcCLB.508837.100	Q4DUF9
TcCLB.508837.110	Q4DUF8
TcCLB.508837.120	Q4DUF7
TcCLB.508837.130	Q4DUF6
TcCLB.508837.140	Q4DUF5
TcCLB.508837.147	Q4DUF4
TcCLB.508837.154	Q4DUF3
TcCLB.508837.160	Q4DUF2
TcCLB.508837.170	Q4DUF1
TcCLB.508837.180	Q4DUF0
TcCLB.508837.189	Q4DUE9
TcCLB.508837.34	Q4DUG4
TcCLB.508837.70	Q4DUG3
TcCLB.508837.74	Q4DUG2
TcCLB.508837.80	Q4DUG1
TcCLB.508837.90	Q4DUG0
TcCLB.508839.20	Q4D5L4
TcCLB.508839.30	Q4D5L3
TcCLB.508839.40	Q4D5L2
TcCLB.508839.50	Q4D5L1
TcCLB.508839.60	Q4D5L0
TcCLB.508839.70	Q4D5K9
TcCLB.508839.80	Q4D5K8
TcCLB.508839.89	Q4D5K7
TcCLB.508841.10	Q4CMI8
TcCLB.508845.9	Q4CTN2
TcCLB.508847.9	Q4CL42
TcCLB.508849.11	Q4CLZ0
TcCLB.508851.100	Q4DJC5
TcCLB.508851.110	Q4DJC4
TcCLB.508851.120	Q4DJC3
TcCLB.508851.130	Q4DJC2
TcCLB.508851.140	Q4DJC1
TcCLB.508851.150	Q4DJC0
TcCLB.508851.154	Q4DJB9
TcCLB.508851.160	Q4DJB8
TcCLB.508851.170	Q4DJB7
TcCLB.508851.180	Q4DJB6
TcCLB.508851.189	Q4DJB5
TcCLB.508851.19	Q4DJD2
TcCLB.508851.200	Q4DJB4
TcCLB.508851.210	Q4DJB3
TcCLB.508851.40	Q4DJD1
TcCLB.508851.50	Q4DJD0
TcCLB.508851.59	Q4DJC9
TcCLB.508851.70	Q4DJC8
TcCLB.508851.79	Q4DJC7
TcCLB.508851.90	Q4DJC6
TcCLB.508853.10	Q4CWC9
TcCLB.508853.20	Q4CWC8
TcCLB.508853.30	Q4CWC7
TcCLB.508855.10	Q4CKT4
TcCLB.508857.100	Q4DLM0
TcCLB.508857.110	Q4DLL9
TcCLB.508857.120	Q4DLL8
TcCLB.508857.130	Q4DLL7
TcCLB.508857.140	Q4DLL6
TcCLB.508857.15	Q4DLM8
TcCLB.508857.150	Q4DLL5
TcCLB.508857.160	Q4DLL4
TcCLB.508857.30	Q4DLM7
TcCLB.508857.40	Q4DLM6
TcCLB.508857.50	Q4DLM5
TcCLB.508857.60	Q4DLM4
TcCLB.508857.70	Q4DLM3
